eco_region,island,island_lng,island_lat,site_name,site_type,lng,lat,date,depth,HC,SC,RKC,NIA,SP,RC,RB,SD,SI,OT,BF,SL,SN,BC,HW,BP,PF,ME,GR,BCS,DU,PU,CU,SCU,COT,TR,LO,GC,CDBA,CDD,CDO,TFN,TG,BNP,BNC,BB,WB,SH,TU,SR,Other
North Borneo,Tunku Abdul Rahman Park,116.010782,6.014158,Mamutik,,116.012606,5.967789,2022/9/8,7,0.2375,0.0063,0,0,0,0.1938,0.5438,0.0188,0,0,1.25,0,0,0,0,0,0,0,0.25,0,80.25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tunku Abdul Rahman Park,116.010782,6.014158,Manukan West,,115.994317,5.970767,2022/6/5,7,0.1125,0.0188,0,0,0,0.3188,0.55,0,0,0,0.75,0,0.5,0,0,0,0.25,0,0,0,28.5,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
North Borneo,Tunku Abdul Rahman Park,116.010782,6.014158,Mid Reef,,116.0125,5.973889,2022/9/8,7,0.1625,0.025,0.0063,0,0,0.5438,0.2313,0.0313,0,0,2.5,0,47.5,0,0,0,0.25,0,0,0,150,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tunku Abdul Rahman Park,116.010782,6.014158,Police Beach,,116.019722,6.041389,2022/9/6,7,0.2438,0.0375,0,0.0813,0.025,0.4375,0.1313,0.0438,0,0,3.25,0,1.5,0,0,0,0.25,0,0,0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tunku Abdul Rahman Park,116.010782,6.014158,Sapi Reef,,116.003167,6.007983,2022/9/6,7,0.3563,0.0563,0,0.0063,0,0.3938,0.1438,0.0438,0,0,2.75,0,5.25,0,0,0,2.75,0,0,0,3.5,0,0,0,0,0,0,2,0,0,0,0.5,0,0,1,0,0,0,0,0,0
North Borneo,Tunku Abdul Rahman Park,116.010782,6.014158,Sulug,,115.991072,5.959122,2022/9/5,7,0.0688,0.025,0,0,0,0.3563,0.5,0.05,0,0,3,0,21.25,0,0,0,0.25,0,1.25,0,51.75,0,0,0,0,0,0,2,0,0,1,0.5,0,0,0,0,0,0,0,0,0
North Borneo,Tunku Abdul Rahman Park,116.010782,6.014158,Tanjung Wokong,,116.040278,5.990556,2022/9/7,7,0.15,0,0,0.1188,0.0063,0.4563,0.0688,0.1938,0.0063,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Kapikan Reef,5m,118.835194,4.628306,2022/10/5,5,0.425,0.3875,0,0,0,0.1438,0.0438,0,0,0,2.75,0,0,0,0,0,1.75,0,0,0,1.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Kapikan Reef,10m,118.835194,4.628306,2022/10/5,10,0.3125,0.4063,0,0.0063,0,0.0938,0.1375,0.0438,0,0,4,0,0,0,0,0,6.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Matabuan,5m,118.796639,4.632222,2022/10/5,5,0.3125,0.0188,0,0,0.0125,0.3313,0.25,0.075,0,0,6,0,5.5,0,0,0,9,0,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Matabuan,10m,118.796639,4.632222,2022/10/5,10,0.4813,0.0063,0,0,0.0188,0.15,0.1125,0.2313,0,0,8.75,0,2.5,0,0,0,7.75,0,0,0,1.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Ribbon Reef,5m,118.768167,4.60225,2022/10/4,5,0.4625,0.025,0,0,0.0563,0.3938,0.05,0.0125,0,0,6,0.5,0.25,0,0,0,6.25,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Ribbon Reef,10m,118.768167,4.60225,2022/10/4,10,0.4625,0.0188,0,0,0.0063,0.3438,0.05,0.1188,0,0,4.25,1.25,1.25,0,0,0,5.25,0,0.25,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Sibuan,5m,118.664733,4.652572,2022/10/6,5,0.2313,0,0,0,0.0063,0.0938,0.5875,0.0813,0,0,3.75,0,0.75,0,0,0,9.5,0,1,0,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Sibuan,10m,118.664733,4.652572,2022/10/6,10,0.3125,0.0063,0,0,0.0125,0.2563,0.3938,0.0188,0,0,3.5,0,1,0,0,0,8.25,0.5,1,0,4.25,0,0,0,0,0,0,1,0,0,0,0.25,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,South Rim,5m,118.758306,4.567972,2022/10/6,5,0.6875,0.0313,0,0,0,0.15,0.0313,0.1,0,0,3.5,0,0.5,0,0,0,10.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,South Rim ,10m,118.758306,4.567972,2022/10/6,10,0.6563,0.125,0,0,0.0063,0.075,0.05,0.0813,0,0.0063,3.5,0,1.25,0,0,0,7.25,0,0,0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Tanjung Kenangan,5m,118.785917,4.58545,2022/10/4,5,0.2938,0.175,0,0,0.025,0.1813,0.1375,0.1875,0,0,7.5,0,1,0,0,0,9.25,0,1,0,2.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Tanjung Kenangan,10m,118.785917,4.58545,2022/10/4,10,0.1938,0.1563,0,0,0.0313,0.2063,0.3,0.1125,0,0,8.25,0.5,0.25,0,0,0,9.5,0.25,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
North Borneo,Usukan Cove,116.336002,6.371948,Uban-Uban,,116.322367,6.3907,2022/5/23,5,0.1188,0.0063,0,0.0188,0.0063,0.3063,0.325,0.2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
North Borneo,Usukan Cove,116.336002,6.371948,Pandan-Pandan,,116.3111,6.354417,2022/5/22,7,0.1125,0,0,0.0375,0,0.2313,0.325,0.2938,0,0,1.75,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
North Borneo,Usukan Cove,116.336002,6.371948,Poduko,,116.323961,6.372033,2022/5/23,5,0.4,0,0,0.05,0,0.325,0.1188,0.1063,0,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
North Borneo,Usukan Cove,116.336002,6.371948,Lok Liak,,116.31835,6.368767,2022/5/22,5,0.525,0.0188,0,0.075,0.0063,0.2938,0.05,0.0313,0,0,2,0,0.5,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
North Borneo,Usukan Cove,116.336002,6.371948,Keramat,,116.327283,6.393917,2022/5/22,7,0.375,0,0,0.025,0.0125,0.4125,0.05,0.1188,0,0.0063,3.25,0,0,0,0,0,1.25,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
North Borneo,Usukan Cove,116.336002,6.371948,Usukan Cove Lodge,,116.343103,6.374253,2022/5/23,5,0.2375,0,0,0.0563,0.0125,0.1313,0.0125,0.1063,0.4375,0.0063,2.5,0,3.75,0,0,0,0.5,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Mustapha Park,117.175926,7.282679,Balundagan Kecil,,117.352333,7.35075,2022/12/13,8,0.2313,0.0313,0.0063,0.25,0.0063,0.0125,0.0125,0.0188,0.4313,0,4,0,0,0,0,0,1,0,0.25,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Mustapha Park,117.175926,7.282679,Batu Sirih,,116.880084,7.19005,2022/12/14,8,0.525,0,0.0875,0.0938,0,0.1938,0.0625,0.0375,0,0,2.5,0,0.25,0,0,0,0.75,0,0,0,127.5,0,0,1,0,0,0,1,0,0,1,0,0.5,0,0,0,0,0,0,0,0
North Borneo,Tun Mustapha Park,117.175926,7.282679,Belaruan,,117.003117,7.034583,2022/12/16,8,0.5688,0,0.0188,0.225,0.0188,0.1625,0,0.0063,0,0,1.25,0,5.75,0,0,0,4,0,0.25,0,2.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
North Borneo,Tun Mustapha Park,117.175926,7.282679,Fairway Shoal 1,,117.50925,7.11925,2022/12/15,8,0.6375,0.0063,0.1188,0.0875,0.0063,0.1125,0.025,0,0,0.0063,0,0,0,0,0,0,0,0,0,0,54.5,0,0,0,0,0,0,3,0,0,1,0,0.25,0,1,0,0,0,0,0,0
North Borneo,Tun Mustapha Park,117.175926,7.282679,Fairway Shoal 2,,117.507633,7.11865,2022/12/15,6,0.3313,0.1688,0.0688,0,0.0438,0.2,0.05,0.1375,0,0,2.25,0,0,0,0,0,0.75,0,0.75,0,186,0,0,0,0,0,0,3,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0
North Borneo,Tun Mustapha Park,117.175926,7.282679,Inderason,,116.61615,6.776,2022/12/8,9,0.55,0.0063,0,0.0438,0.0188,0.3063,0.05,0.025,0,0,1,0,0.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.25,0,0,0,0,0,0,0,0
North Borneo,Tun Mustapha Park,117.175926,7.282679,Lubani Rock 1,,117.382483,6.885867,2022/12/9,7,0.475,0,0,0.1563,0.0313,0.1188,0.0125,0,0.2063,0,5.5,0.75,6.5,0,0,0,0.25,0,0.25,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Mustapha Park,117.175926,7.282679,Lubani Rock 2,,117.3723,6.894967,2022/12/9,7,0.7875,0,0.0063,0,0.0438,0.1563,0,0,0.0063,0,5,0,7,0,0,0,0.5,0,0.25,0,102.75,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Mustapha Park,117.175926,7.282679,Maliangin Besar 1,,117.025783,7.092717,2022/12/16,8,0.4313,0,0.0063,0.125,0,0.4063,0.0125,0,0,0.0188,0.25,0,0.25,0,0,0,5,0,0.5,0,8.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Mustapha Park,117.175926,7.282679,Maliangin Besar 6,,117.05445,7.081333,2022/12/13,8,0.2313,0.0688,0.0875,0.0688,0.0063,0.0188,0.025,0.0188,0.4688,0.0063,2.5,0,0,0,0,0,2.75,0,0,0,4.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Mustapha Park,117.175926,7.282679,Pancang Pukul,,117.073467,7.033783,2022/12/16,8,0.3063,0.0063,0.0313,0.0688,0.0313,0.3375,0.1125,0.0813,0.025,0,4.25,0.75,0.75,0,0,0,6.5,0,0,0,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Mustapha Park,117.175926,7.282679,Pulau Tiga,,117.054717,7.356333,2022/12/14,7,0.4188,0.0188,0.025,0.2438,0.1063,0.0125,0.025,0.0625,0.075,0.0125,6.25,0,0.25,0,0,0,1.5,0,0,0,7.75,0,0,0,0,0,0,1,0,0,1,0,0.25,0,0,0,0,0,0,0,0
North Borneo,Tun Mustapha Park,117.175926,7.282679,Pulau Mati,,117.247867,7.081283,2022/12/9,8,0.1938,0,0,0.0125,0.025,0.2125,0.4063,0.1125,0.0375,0,1.5,0,0.5,0,0,0,2.5,0,0.25,0,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Mustapha Park,117.175926,7.282679,Sibaliu North,,117.370217,7.189833,2022/12/14,6,0.3125,0,0,0.0438,0.0063,0.3813,0.1188,0.0813,0,0.0563,0,0,0,0,0,0,1.25,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0.25,0,0,0,0,0,0,0,0
North Borneo,Tun Mustapha Park,117.175926,7.282679,Sibogo,,117.384983,7.2329,2022/12/13,8,0.55,0.0063,0,0.125,0.0188,0.2188,0.0313,0,0.05,0,2.75,0,0.5,0,0,0,0.75,0,0,0,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Mustapha Park,117.175926,7.282679,Simpang Mengayau,,116.744417,7.049433,2022/12/8,7,0.5438,0.0188,0,0.025,0.0375,0.2813,0.0438,0.0438,0.0063,0,6,0,0,0,0,0,3.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Mustapha Park,117.175926,7.282679,Straggler Reef,,117.465167,7.043867,2022/12/10,8,0.6625,0,0,0.0375,0.0063,0.1625,0.1,0.0063,0.025,0,1,0,7.75,0,0,0,8.25,0,0.25,0,32.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Mustapha Park,117.175926,7.282679,Tampakan,,116.86135,6.86085,2022/12/8,6.5,0.0813,0.0375,0,0.025,0.0625,0.3,0.1438,0,0.3125,0.0375,2,0,3,0,0,0,2,0,0,0,0.67,0,0,0,0,0,0,0,1,0,0,0,0.25,0,0,0,0,0,0,0,0
Straits of Malacca,Payar,100.042425,6.066444,Coral Garden,,117.465167,6.056117,14/7/20123,5,0.6313,0,0,0,0,0.1938,0.0563,0.0313,0,0.0875,6,0,157,0,0,0,13,0,1,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,13,45,0,0,0,0,0,0
Straits of Malacca,Payar,100.042425,6.066444,Kaca,,100.0574,6.07315,14/7/20123,5,0.4875,0,0,0,0,0.2688,0.025,0.0938,0,0.125,8.25,0,86.75,0,0,0,3.5,0,0,0,0.5,0,0,3,0,0,0,0,0,0,0,0,0,18,73,0,0,0,0,0,0
Straits of Malacca,Payar,100.042425,6.066444,Langkawi Coral,,100.043433,6.06585,2023/7/13,6,0.8875,0,0,0,0,0.1,0.0063,0,0,0.0063,6,0,123.75,0,0,0,0.5,0,0.5,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,18,28,0,0,0,0,0,0
Straits of Malacca,Payar,100.042425,6.066444,Lembu,,100.051117,6.07155,14/7/20123,6,0.4625,0,0,0,0.025,0.1125,0.0813,0.2375,0,0.0813,9.75,1.75,70.75,0,0,0,4,0.25,2.75,0,29.75,0,0,0,0,0,0,0,0,0,0,0,0,24,45,0,0,0,0,0,0
Straits of Malacca,Payar,100.042425,6.066444,Singapore Bay,,100.0412,6.06065,2023/7/13,4,0.7313,0,0.0375,0,0,0.0875,0.0375,0.1063,0,0,5.75,1.25,0.5,0,0,0,15.5,0,0.75,0,39.25,0,0,0,0,0,0,0,0,0,0,0,0,20,33,0,0,0,0,0,0
Straits of Malacca,P Singa,99.743931,6.224808,Singa,,99.743931,6.224808,2023/7/16,4,0.6438,0,0,0.0563,0.025,0.05,0,0,0.225,0,2.25,0.5,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
Straits of Malacca,Pangkor,100.5483,4.1899,Pangkor Laut,,100.5483,4.1899,2023/3/1,3.5,0.5375,0,0,0,0.0188,0.0938,0.275,0.0438,0.0313,0,11.5,0,3,0,0,0,0,0,1.25,0,41.5,0,0,0,0,0,0,0,0,0,1,0.5,0.25,0,0,0,0,0,0,0,0
Straits of Malacca,Sembilan,100.543264,4.015531,"Anemone Garden, P. Saji",,100.5348,4.006497,2023/3/1,5,0.1875,0,0,0,0.0875,0.1688,0.0438,0.0563,0,0.4563,4,0,1.25,0,0,0,0.25,0.25,1.5,0,101.75,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0
Straits of Malacca,Sembilan,100.543264,4.015531,"Frogfish, P. Nipis",,100.5397,4.057497,2023/3/2,5.5,0.4063,0.05,0,0,0.0813,0.4,0.025,0.0375,0,0,4,0,0.75,0,0,0,4.25,0.25,1,0,219.25,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0
Straits of Malacca,Sembilan,100.543264,4.015531,"Pasir Tengkorak, P. Lalang",,100.5467,4.0027,2023/2/28,5.5,0.0688,0.025,0,0.0313,0.2375,0.225,0.2188,0.1938,0,0,2.25,0,1.25,0,0,0,3,0,0.75,0,62,0,0,1,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
Straits of Malacca,Sembilan,100.543264,4.015531,P. Buluh,,100.5357,3.9945,2023/3/1,6,0.35,0.0188,0,0.0125,0.1438,0.2563,0.05,0.1438,0,0.025,2.75,0,0.5,0,0,0,1,0,3,0,88.5,0,0,1,0,0,0,0,0,0,1,2.25,0,0,0,0,0,0,0,0,0
Straits of Malacca,Sembilan,100.543264,4.015531,"Rock Garden, P. Saji North",,100.5351,4.0114,2023/3/1,5,0.5125,0.025,0,0,0,0.4125,0.025,0.025,0,0,6.5,0,0.75,0,0,0,1.25,0,0.25,0,261.75,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
Straits of Malacca,Sembilan,100.543264,4.015531,"Site 1, P. Saga",,100.5449,4.0122,2023/3/2,5,0.1375,0,0,0,0.2188,0.2125,0.2125,0.2188,0,0,3,0.25,1.5,0,0,0,3.75,0.25,0.75,0,149,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0
Straits of Malacca,Sembilan,100.543264,4.015531,"Site 2, P. Lalang",,100.549083,4.00165,2023/2/28,5,0.3063,0.0188,0,0,0.0938,0.3,0.1438,0.1375,0,0,6.25,0.75,2.25,0,0,0,0.75,0,2,0,260,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
Straits of Malacca,Sembilan,100.543264,4.015531,"Site 2, P. Rumbia",,100.5479,4.0224,2023/2/28,5,0.1688,0,0,0,0.2188,0.3375,0.1563,0.1063,0,0.0125,5,0.25,1,0,0,0,4,0,4.75,0,204,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
Straits of Malacca,Sembilan,100.543264,4.015531,"Zoanthid Garden, P. Rumbia",,100.55,4.0321,2023/2/28,5.5,0.0625,0.2688,0,0,0.0125,0.0375,0.0813,0.5375,0,0,0.75,0,0,0,0,0,4,0,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
Straits of Malacca,Malacca,102.32776,2.112115,Pantai Labuan,,102.322619,2.109106,2023/11/6,4,0.4125,0,0,0.1563,0.0063,0.3688,0.0375,0.0188,0,0,4.25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Straits of Malacca,Malacca,102.32776,2.112115,Pulau Undan 1,,102.333686,2.049059,2023/9/11,5,0.2313,0,0,0.0188,0.075,0.1375,0,0,0.4938,0.0438,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Straits of Malacca,Malacca,102.32776,2.112115,Undan Jetty,,102.335308,2.047814,2023/11/6,4,0.325,0.0063,0,0,0.1125,0.2125,0.0438,0,0.2563,0.0438,4.75,0,0.75,0,0,0,0.5,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5,20,0,0,0,0,0,0
Straits of Malacca,Malacca,102.32776,2.112115,Pulau Nangka,,102.333611,2.074722,2023/9/10,5,0.3875,0.0125,0,0.0313,0.0313,0.0813,0,0,0.4563,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straits of Malacca,Malacca,102.32776,2.112115,Pulau Dodol,,102.333056,2.082222,2023/9/10,4,0.3563,0,0,0.0188,0.0313,0.175,0.3125,0,0.0875,0.0188,10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,0,0,0,0,0,0
Straits of Malacca,Port Dickson,101.855105,2.420207,Kem Askar,,101.855522,2.426989,2023/8/10,5,0.4375,0.0125,0,0.1625,0.05,0.1563,0,0.0063,0.1188,0.0563,2.75,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straits of Malacca,Port Dickson,101.855105,2.420207,Monkey Bay,,101.850678,2.414017,2023/8/10,5,0.45,0.0188,0,0.1375,0.0125,0.2125,0.0125,0,0.1125,0.0438,2.25,0,1.5,0,0,0,0,0,0,0,3.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunda Shelf,Seri Buat,103.9049,2.685805,Batu Layar,,103.89967,2.69821,2023/5/5,8.2,0.4563,0.1563,0.0063,0,0.0063,0.25,0.125,0,0,0,12.5,0,0.5,0,0,0,0.25,0,1,0,29.25,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0
Sunda Shelf,Seri Buat,103.9049,2.685805,Fish Alley,,103.9044,2.6734,2023/5/6,4.5,0.6938,0,0,0,0,0.2375,0.0313,0.0375,0,0,9.25,0,0.25,0,0,0,3.75,0,2.75,0,14,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,1,0,0,0,0
Sunda Shelf,Seri Buat,103.9049,2.685805,Pulau Tasu,,103.930209,2.695059,2023/5/6,6.3,0.7188,0.0125,0,0,0.0188,0.2,0.05,0,0,0,15.75,0,0,0,0,0,1,0,1.5,0,2.25,0,0,0,0,0,0,0,0,0,2,0,0.25,0,0,0,0,0,0,0,0
Sunda Shelf,Seri Buat,103.9049,2.685805,Sembilang,,103.87959,2.69258,2023/5/5,6,0.5125,0,0,0,0.0563,0.1313,0.225,0.0625,0,0.0125,15.75,0,0,0,0,0,0.25,0,2.5,0,75.25,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
Sunda Shelf,Tioman,104.168735,2.78817,Batu Malang,,104.102467,2.902317,2023/7/14,8,0.8,0,0.0063,0,0.0063,0.1,0.0563,0,0,0.0313,12,0,0,0,0,0,3.75,0,2.75,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sunda Shelf,Tioman,104.168735,2.78817,Batu Nipah,,104.135417,2.732133,2023/4/5,4.5,0.2188,0,0,0.0313,0,0.5625,0.1625,0.025,0,0,1.75,0,0,0,0,0,0.25,0,0.5,0,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Sunda Shelf,Tioman,104.168735,2.78817,Chebeh,,104.096908,2.932433,2023/7/8,9.5,0.8438,0.0063,0.0125,0.025,0.0125,0.075,0.0063,0,0.0063,0.0125,4,0,0,0,0,0,0.5,0.5,1.25,0,12.75,0,0,4,1,0,0,1,0,0,1,0,0.25,0,0,0,0,0,0,0,0
Sunda Shelf,Tioman,104.168735,2.78817,Fan Canyon,,104.112552,2.910824,2023/7/14,6.8,0.6813,0.0063,0.0313,0,0.0063,0.2,0.0688,0,0,0.0063,5.5,0.25,0,0,0,0,2.75,0,0.25,0,1,0,0,3,0,0,0,1,0,0,1,0.75,0,0,0,0,0,0,0,0,0
Sunda Shelf,Tioman,104.168735,2.78817,Jahat East,,104.1753,2.668783,2023/7/12,7.4,0.7313,0.0813,0,0,0,0.1813,0.0063,0,0,0,10,0,20,0,0,0,4.75,0,0.25,0,1.5,0,0,0,0,0,0,1,0,0,1,0.25,0,0,0,0,0,0,0,0,0
Sunda Shelf,Tioman,104.168735,2.78817,Labas,,104.065331,2.888636,2023/7/15,7.5,0.6688,0.075,0.025,0.0063,0,0.1375,0.0875,0,0,0,7.25,0.25,0,0,0,0,1.5,0,0.5,0,0,0,0,17,0,0,0,1,0,0,2,0.25,0,0,0,0,0,0,0,0,0
Sunda Shelf,Tioman,104.168735,2.78817,Munjor South,,104.218056,2.741083,2023/7/12,7.2,0.7438,0.0563,0,0.0375,0,0.1375,0.0063,0.0125,0,0.0063,3.75,0,0,0,0,0,4,0.25,0.25,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunda Shelf,Tioman,104.168735,2.78817,Nayak,,104.212667,2.779306,2023/7/11,6.6,0.4875,0.075,0.0188,0.1563,0.0063,0.1875,0.0188,0.05,0,0,5,0,0,0,0,0,0.25,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunda Shelf,Tioman,104.168735,2.78817,Pirate Reef,,104.157417,2.8238,2023/7/7,7,0.4313,0,0,0.0188,0.0063,0.275,0.1625,0.0188,0.0875,0,7.5,0,0,0,0,0,0,0,0.75,0,194,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunda Shelf,Tioman,104.168735,2.78817,Renggis ,,104.136018,2.809903,2023/5/22,8,0.425,0,0.0438,0,0.1313,0.3438,0.0313,0.0188,0,0.0063,9.5,0,0,0,0,0,1,0,4.75,0,43.25,0,0,1,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0
Sunda Shelf,Tioman,104.168735,2.78817,Saing,,104.199228,2.822864,2023/7/11,6.5,0.5438,0.15,0.0125,0.0125,0.0063,0.2125,0.0438,0.0188,0,0,5.5,0,0,0,0,0,0.75,0,1,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunda Shelf,Tioman,104.168735,2.78817,Sepoi,,104.051669,2.898055,2023/7/15,9,0.8125,0,0.0375,0.0125,0,0.1375,0,0,0,0,7.25,0,0.25,0,0,0,2.75,0,0.75,0,0.25,0,0,0,1,0,0,0,0,0,1,0,0.25,0,0,0,0,0,0,0,0
Sunda Shelf,Tioman,104.168735,2.78817,Soyak North,,104.147139,2.875969,2023/5/22,8,0.525,0.0125,0.0813,0,0.0063,0.2938,0.0813,0,0,0,12.5,0,0.5,0,0,0,5,0,0,0,8.25,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
Sunda Shelf,Tioman,104.168735,2.78817,Soyak South,,104.146833,2.874667,2023/7/14,6.1,0.4313,0,0,0.1,0.0375,0.1688,0.175,0.0875,0,0,4.75,0,0,0,0,0,1,0,0.75,0,41.25,0,0,111,0,0,0,1,0,0,1,0.25,0.25,0,0,0,0,0,0,0,0
Sunda Shelf,Tioman,104.168735,2.78817,Tekek House Reef,,104.151026,2.816025,2023/7/8,6,0.4688,0.0063,0.0313,0,0.025,0.0125,0.1313,0.2813,0.025,0.0188,3.25,0,0,0,0,0,0,0,0,0,172,0,0,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
